ts,price
2026-05-14 17:04:13.709,379.96
2026-05-14 17:04:13.709,377.0
2026-05-14 17:04:14.447,377.35
2026-05-14 17:04:15.723,378.6
2026-05-14 17:04:16.458,378.03
2026-05-14 17:04:16.860,378.04
2026-05-14 17:04:16.860,378.04
2026-05-14 17:04:17.614,379.2
2026-05-14 17:04:17.422,377.73
2026-05-14 17:04:17.665,378.07
2026-05-14 17:04:19.166,378.89
2026-05-14 17:04:19.360,378.5
2026-05-14 17:04:19.634,378.5
2026-05-14 17:04:19.634,378.5
2026-05-14 17:04:20.926,379.19
2026-05-14 17:04:20.926,379.19
2026-05-14 17:04:21.728,377.7
2026-05-14 17:04:21.728,377.4
2026-05-14 17:04:21.948,379.2
2026-05-14 17:04:22.760,378.15
2026-05-14 17:04:22.890,378.15
2026-05-14 17:04:22.890,378.14
2026-05-14 17:04:22.890,377.68
2026-05-14 17:04:23.702,379.9
2026-05-14 17:04:23.702,379.9
2026-05-14 17:04:24.248,377.52
2026-05-14 17:04:24.952,378.72
2026-05-14 17:04:26.210,377.92
2026-05-14 17:04:26.407,378.4
2026-05-14 17:04:26.618,378.4
2026-05-14 17:04:26.618,375.3
2026-05-14 17:04:27.286,376.71
2026-05-14 17:04:28.918,377.72
2026-05-14 17:04:27.831,376.2
2026-05-14 17:04:28.918,377.72
2026-05-14 17:04:29.340,377.89
2026-05-14 17:04:29.540,377.53
2026-05-14 17:04:29.540,376.7
2026-05-14 17:04:30.211,376.94
2026-05-14 17:04:30.749,377.48
2026-05-14 17:04:30.749,376.55
2026-05-14 17:04:30.749,375.59
2026-05-14 17:04:30.749,377.48
2026-05-14 17:04:31.807,375.94
2026-05-14 17:04:31.958,375.95
2026-05-14 17:04:31.958,375.6
2026-05-14 17:04:32.301,375.99
2026-05-14 17:04:32.965,375.99
2026-05-14 17:04:33.318,375.97
2026-05-14 17:04:33.318,375.97
2026-05-14 17:04:33.951,375.01
2026-05-14 17:04:34.921,375.48
2026-05-14 17:04:34.921,375.97
2026-05-14 17:04:35.502,375.0
2026-05-14 17:04:35.502,375.0
2026-05-14 17:04:36.044,375.0
2026-05-14 17:04:36.044,375.0
2026-05-14 17:04:37.505,375.97
2026-05-14 17:04:37.505,375.97
2026-05-14 17:04:38.588,375.0
2026-05-14 17:04:38.643,375.54
2026-05-14 17:04:40.062,375.29
2026-05-14 17:04:40.062,375.29
2026-05-14 17:04:40.361,375.29
2026-05-14 17:04:40.361,375.29
2026-05-14 17:04:40.638,376.0
2026-05-14 17:04:40.843,375.0
2026-05-14 17:04:40.843,375.0
2026-05-14 17:04:41.463,374.85
2026-05-14 17:04:41.463,374.47
2026-05-14 17:04:42.096,375.78
2026-05-14 17:04:42.494,375.78
2026-05-14 17:04:44.396,376.0
2026-05-14 17:04:44.396,376.0
2026-05-14 17:04:45.126,378.0
2026-05-14 17:04:45.427,378.0
2026-05-14 17:04:45.818,377.0
2026-05-14 17:04:46.529,377.16
2026-05-14 17:04:46.649,377.16
2026-05-14 17:04:46.649,377.16
2026-05-14 17:04:47.592,379.13
2026-05-14 17:04:47.255,376.83
2026-05-14 17:04:47.807,378.3
2026-05-14 17:04:48.603,378.31
2026-05-14 17:04:48.603,378.6
2026-05-14 17:04:49.336,376.0
2026-05-14 17:04:49.547,377.12
2026-05-14 17:04:50.145,376.89
2026-05-14 17:04:50.145,376.89
2026-05-14 17:04:50.346,379.13
2026-05-14 17:04:50.827,377.75
2026-05-14 17:04:51.643,377.96
2026-05-14 17:04:51.643,378.71
2026-05-14 17:04:52.045,377.4
2026-05-14 17:04:52.045,377.4
2026-05-14 17:04:52.989,377.51
2026-05-14 17:04:53.119,377.38
2026-05-14 17:04:53.119,376.0
2026-05-14 17:04:53.252,376.0
2026-05-14 17:04:54.398,378.62
2026-05-14 17:04:54.870,376.93
2026-05-14 17:04:54.870,376.74
2026-05-14 17:04:54.870,378.6
2026-05-14 17:04:54.870,376.74
2026-05-14 17:04:56.075,377.06
2026-05-14 17:04:56.075,376.74
2026-05-14 17:04:56.075,375.8
2026-05-14 17:04:56.361,377.91
2026-05-14 17:04:56.361,377.91
2026-05-14 17:04:57.699,376.0
2026-05-14 17:04:57.699,375.78
2026-05-14 17:04:57.761,377.6
2026-05-14 17:04:58.228,377.08
2026-05-14 17:04:59.203,377.39
2026-05-14 17:04:59.203,377.39
2026-05-14 17:05:00.508,376.66
2026-05-14 17:05:01.190,377.4
2026-05-14 17:05:01.190,377.4
2026-05-14 17:05:02.238,377.28
2026-05-14 17:05:02.238,377.38
2026-05-14 17:05:02.578,375.78
2026-05-14 17:05:03.329,376.11
2026-05-14 17:05:03.943,376.74
2026-05-14 17:05:03.943,375.78
2026-05-14 17:05:04.825,377.18
2026-05-14 17:05:04.890,375.78
2026-05-14 17:05:05.021,375.79
2026-05-14 17:05:05.021,375.78
2026-05-14 17:05:05.766,377.36
2026-05-14 17:05:06.036,375.78
2026-05-14 17:05:06.241,375.78
2026-05-14 17:05:06.241,375.78
2026-05-14 17:05:06.547,376.0
2026-05-14 17:05:06.656,375.35
2026-05-14 17:05:07.561,360.96
2026-05-14 17:05:06.656,375.78
2026-05-14 17:05:07.636,368.68
2026-05-14 17:05:07.762,368.68
2026-05-14 17:05:07.762,368.68
2026-05-14 17:05:07.894,369.0
2026-05-14 17:05:07.961,367.61
2026-05-14 17:05:08.840,361.61
2026-05-14 17:05:07.961,368.68
2026-05-14 17:05:08.840,361.61
2026-05-14 17:05:09.037,361.6
2026-05-14 17:05:09.677,355.0
2026-05-14 17:05:10.091,355.0
2026-05-14 17:05:10.233,356.87
2026-05-14 17:05:11.139,355.0
2026-05-14 17:05:11.198,355.0
2026-05-14 17:05:11.198,355.6
2026-05-14 17:05:11.889,344.0
2026-05-14 17:05:12.204,344.07
2026-05-14 17:05:12.492,342.15
2026-05-14 17:05:12.693,346.25
2026-05-14 17:05:12.946,340.6
2026-05-14 17:05:12.871,351.0
2026-05-14 17:05:13.718,340.61
2026-05-14 17:05:14.566,349.26
2026-05-14 17:05:14.417,340.0
2026-05-14 17:05:14.673,343.17
2026-05-14 17:05:14.906,343.17
2026-05-14 17:05:14.906,342.93
2026-05-14 17:05:15.550,348.47
2026-05-14 17:05:15.961,348.47
2026-05-14 17:05:16.255,342.8
2026-05-14 17:05:16.787,353.63
2026-05-14 17:05:17.738,358.34
2026-05-14 17:05:16.787,346.31
2026-05-14 17:05:17.806,348.54
2026-05-14 17:05:18.150,352.3
2026-05-14 17:05:18.150,354.6
2026-05-14 17:05:18.217,350.4
