time,funding_rate,annualized_pct
2026-07-11 16:00:00.001,0.0,0.0
2026-07-12 00:00:00.001,0.0,0.0
2026-07-12 08:00:00.001,0.0,0.0
2026-07-12 16:00:00.001,0.0,0.0
2026-07-13 00:00:00.001,0.0,0.0
2026-07-13 08:00:00.001,0.0003606,39.485699999999994
2026-07-13 16:00:00.001,0.00029639,32.454705
2026-07-14 00:00:00.002,0.00022591,24.737145
2026-07-14 08:00:00.001,5.227e-05,5.723565000000001
2026-07-14 16:00:00.001,0.0,0.0
2026-07-15 00:00:00.001,0.00033711,36.913545
2026-07-15 08:00:00.001,0.0001682,18.4179
2026-07-15 16:00:00.001,0.00037775,41.363625
