hour_ts_utc,Trade[XYZ],Binance,OKX,Aster,Lighter,Ventuals
2026-06-10 19:00:00+00:00,163.20200417029702,162.746952383209,163.3008758014612,162.79500000000002,164.2010703363914,
2026-06-10 20:00:00+00:00,163.9434805925734,163.41605532805994,163.98789905331606,163.5,164.24694189602445,
2026-06-10 21:00:00+00:00,163.58913298861495,163.04058913575142,163.67418990187878,162.79500000000002,163.33957100957758,159.83083110574105
2026-06-10 22:00:00+00:00,162.64095436256486,162.09793401977626,162.80196636861214,162.69,163.04143805293637,160.5619266965131
2026-06-10 23:00:00+00:00,163.0541552237982,162.58522709465387,163.28579092327766,162.74030030613136,163.09894639674724,161.30733944954127
2026-06-11 00:00:00+00:00,162.03634621579963,161.51325750470292,162.29045479283195,160.95019263364176,161.93425076452598,160.93081044295397
2026-06-11 01:00:00+00:00,162.60081412890483,161.98212083595632,162.8216042227695,161.80008966479642,163.23394495412842,160.43195727762657
2026-06-11 02:00:00+00:00,160.85258821475227,160.20466317648038,161.09479250017716,160.25700693638734,161.4259395564435,159.59510886483915
2026-06-11 03:00:00+00:00,160.3607977201908,159.71193384959594,160.5618487922776,159.85,160.8794027185633,158.5560192116962
2026-06-11 04:00:00+00:00,161.72441448185475,161.02134978637218,161.86282723933664,161.09,162.1407600213179,159.0137614678899
2026-06-11 05:00:00+00:00,161.77037766863663,161.05718227766764,161.77908787719034,160.9676954602045,162.47706422018345,159.2191566243299
2026-06-11 06:00:00+00:00,161.86629345131524,161.21488060710888,161.8854578695127,161.27,162.3929663608562,159.02905198776756
2026-06-11 07:00:00+00:00,162.1861791265609,161.43969266156142,162.2658087446477,161.49557293178793,162.52979070646734,159.10550458715593
2026-06-11 08:00:00+00:00,162.37831608585913,161.62936539208937,162.40071996593292,161.70457167255825,162.00216372836607,157.95107033639144
2026-06-11 09:00:00+00:00,162.8800367980874,162.01503351480392,162.76983095466537,161.85017413242713,162.3818396422712,159.5224074975083
2026-06-11 10:00:00+00:00,163.09687853158198,162.21335317767947,163.01126210001377,162.28,162.67037828228888,159.7240446942281
2026-06-11 11:00:00+00:00,163.37473602365742,162.49676546643758,163.33571586563414,162.7271602458028,162.83005229643135,160.20797533188792
2026-06-11 12:00:00+00:00,164.34714841026664,163.55491197238757,164.35432163435502,163.61,163.92364466930064,160.9327217125382
2026-06-11 13:00:00+00:00,163.69806234928666,162.92275826784132,163.70867975490677,163.1135417495353,163.3677931520175,160.7398367592258
2026-06-11 14:00:00+00:00,165.54644303221227,164.50140827394574,165.2914175065539,164.55794293751555,164.48691322839937,162.90959616168496
2026-06-11 15:00:00+00:00,167.45389787742408,166.71824773947296,167.4480735526126,166.50349304306448,167.70192571745503,164.42893308591061
2026-06-11 16:00:00+00:00,166.91002607614848,165.9972450038647,166.82075530123512,165.7939704659451,167.1024993775784,164.21790336379058
2026-06-11 17:00:00+00:00,168.18036931797343,167.35320709154104,168.00515128973166,167.3583592068735,168.11926605504587,166.35855059980514
2026-06-11 18:00:00+00:00,167.74050677801415,166.72223568029995,167.51262197942506,166.73120133874153,167.880399069932,167.07458665833283
2026-06-11 19:00:00+00:00,166.72961393959804,165.64122493993494,166.31225731188883,165.2517112489353,166.26568443577347,166.38246719723273
2026-06-11 20:00:00+00:00,167.72671828874232,166.60443719145042,167.1124087116644,166.67,167.35474006116206,
2026-06-11 21:00:00+00:00,169.13374723684296,167.67319009573265,168.18942417578114,168.06,168.61553408001578,165.8868501529052
2026-06-11 22:00:00+00:00,171.9355026395682,170.42096287996168,171.1015807036962,170.62474521441388,171.6605835013444,167.10512484137521
2026-06-11 23:00:00+00:00,171.85949798196583,170.3499471890691,171.21663372605525,170.37127388311308,171.72782874617735,167.11009174311926
2026-06-12 00:00:00+00:00,172.29289974076045,170.48951579731357,171.3876005911024,170.8400057211585,171.8119266055046,168.24000819141176
2026-06-12 01:00:00+00:00,172.79787230882303,171.2000940192284,172.2873353332761,171.2412109588079,171.64373088685014,169.15736605198887
2026-06-12 02:00:00+00:00,172.2591660790198,170.56430364771853,171.30223365901387,170.3853060947453,172.3165137614679,169.21964602789254
2026-06-12 03:00:00+00:00,172.55469755360195,171.0264748050167,171.78003221136385,171.05270324930285,172.50572607583587,169.176545545707
2026-06-12 04:00:00+00:00,174.31969605377213,172.0256259285223,173.17002528785218,172.08,173.24159021406726,169.0203646445175
2026-06-12 05:00:00+00:00,180.553336491655,179.2527983985375,180.37374999698258,179.6882745296473,179.60746448698836,171.70878303491557
